"STATION","NAME","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","EVAP","HDSD","HTDD","MNPN","MXPN","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"USC00451484","CLEARBROOK, WA US","2021-04",,"0","0","10","2",,,"0","4","0","9","0","29",,,"0.21","78",,"4854","438",,,"0.67",,,"50.4","61.6","39.2",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2021-05",,"0","0","12","6",,,"0","0","0","9","0","35",,,"0.30","77",,"5175","321",,,"1.06",,,"54.3","65.7","43.0",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2021-06",,"111","111","6","3",,,"0","0","0","22","5","41",,,"0.30","106",,"5275","101",,,"0.61",,,"65.4","78.5","52.2",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2021-07",,"157","45","0","0",,,"0","0","0","31","2","43",,,"0.00","93",,"36","36",,,"0.00",,,"65.3","79.5","51.1",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2021-08",,"232","75","8","3",,,"0","0","0","26","3","42",,,"0.23","97",,"96","59",,,"0.59",,,"65.5","77.9","53.1",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2021-09",,"236","4","16","10",,,"0","0","0","15","0","37",,,"1.65","81",,"268","172",,,"6.04",,,"59.4","69.5","49.2",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2021-10",,"236","0","21","15",,,"0","1","0","0","0","30",,,"1.45","66",,"726","458",,,"7.41",,,"50.2","56.5","43.9",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2021-11",,"236","0","25","22",,,"0","1","0","0","0","29",,,"3.42","58",,"1316","590",,,"20.10",,,"45.3","49.5","41.2",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2021-12",,"236","0","20","13",,,"0","17","7","0","0","4",,,"1.40","57",,"2257","941",,,"5.30",,,"33.6","37.6","29.7",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2022-01",,"0","0","19","9",,,"0","14","2","0","0","14",,,"1.95","50",,"3096","839",,,"6.94",,,"37.0","41.3","32.7",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2022-02",,"0","0","16","7",,,"0","11","0","0","0","19",,,"1.00","57",,"3773","676",,,"2.51",,,"40.8","46.8","34.9",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2022-03",,"0","0","24","17",,,"0","3","0","0","0","26",,,"1.00","63",,"4316","543",,,"6.55",,,"46.5","52.8","40.2",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2022-04",,"0","0","20","12",,,"0","6","0","0","0","28",,,"0.36","68",,"4853","538",,,"2.49",,,"46.5","55.9","37.1",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2022-05",,"0","0","19","11",,,"0","0","0","2","0","36",,,"1.22","71",,"5246","392",,,"4.47",,,"52.3","60.2","44.5",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2022-06",,"20","20","18","12",,,"0","0","0","11","1","45",,,"0.71","91",,"5368","122",,,"4.06",,,"61.3","70.6","52.1",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2022-07",,"92","73","7","1",,,"0","0","0","26","5","42",,,"0.18","93",,"33","33",,,"0.38",,,"66.3","78.8","53.8",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2022-08",,"175","83","2","1",,,"0","0","0","27","2","46",,,"0.32","92",,"50","17",,,"0.34",,,"67.4","81.2","53.6",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2022-09",,"186","11","3","0",,,"0","0","0","26","0","36",,,"0.02","88",,"159","109",,,"0.04",,,"61.7","76.1","47.4",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2022-10",,"186","0","9","9",,,"0","1","0","16","0","29",,,"1.34","83",,"467","308",,,"4.68",,,"54.8","68.4","41.3",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2022-11",,"186","0","13","8",,,"0","20","1","0","0","22",,,"2.08","54",,"1280","813",,,"5.44",,,"37.9","45.2","30.6",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2022-12",,"186","0","17","9",,,"0","20","8","0","0","5",,,"0.95","58",,"2335","1055",,,"7.74",,,"31.0","36.2","25.7",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2023-01",,"0","0","22","14",,,"0","9","1","0","0","22",,,"0.95","53",,"3115","780",,,"5.16",,,"39.8","43.8","35.9",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2023-02",,"0","0","16","11",,,"0","14","2","0","0","17",,,"0.37","52",,"3850","735",,,"2.50",,,"37.8","42.9","32.7",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2023-03",,"0","0","14","6",,,"0","9","0","0","0","21",,,"0.82","63",,"4512","663",,,"1.98",,,"43.6","52.8","34.4",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2023-04",,"0","0","20","13",,,"0","9","0","2","0","27",,,"0.64","79",,"5057","544",,,"3.56",,,"46.3","55.3","37.4",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2023-05",,"33","33","6","2",,,"0","0","0","17","2","38",,,"0.49","92",,"5241","184",,,"0.96",,,"60.0","72.3","47.8",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2023-06",,"33","0","10","4",,,"0","0","0","19","0","40",,,"0.49","85",,"5382","141",,,"1.51",,,"60.0","71.5","48.5",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2023-07",,"46","13","2","2",,,"0","0","0","25","0","45",,,"0.92","87",,"51","51",,,"1.04",,,"63.9","77.8","50.0",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2023-08",,"101","55","6","3",,,"0","0","0","28","1","43",,,"0.33","90",,"96","45",,,"0.71",,,"65.3","78.9","51.8",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2023-09",,"103","2","9","7",,,"0","0","0","12","0","35",,,"1.12","84",,"260","163",,,"2.86",,,"58.7","70.5","46.8",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2023-10",,"103","0","13","10",,,"0","6","0","5","0","23",,,"0.68","78",,"658","398",,,"3.16",,,"52.1","61.1","43.2",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2023-11",,"103","0","16","11",,,"0","14","0","0","0","20",,,"1.61","62",,"1332","674",,,"6.64",,,"42.5","49.6","35.4",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2023-12",,"103","0","24","17",,,"0","11","0","0","0","27",,,"1.77","59",,"2048","716",,,"8.42",,,"41.9","47.3","36.6",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2024-01",,"0","0","23","15",,,"0","14","7","0","0","3",,,"2.20","66",,"2946","898",,,"11.11",,,"36.0","40.5","31.5",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2024-02",,"0","0","16","9",,,"0","6","0","0","0","27",,,"0.90","54",,"3609","662",,,"4.31",,,"42.2","47.8","36.5",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2024-03",,"0","0","16","10",,,"0","9","0","2","0","26",,,"0.99","74",,"4236","627",,,"3.96",,,"44.8","53.3","36.2",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2024-04",,"0","0","17","9",,,"0","1","0","2","0","31",,,"1.13","70",,"4686","450",,,"4.66",,,"49.1","59.0","39.2",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2024-05",,"0","0","14","7",,,"0","0","0","8","0","33",,,"0.61","81",,"4994","308",,,"3.07",,,"55.1","65.3","44.9",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2024-06",,"2","2","14","7",,,"0","0","0","13","0","40",,,"0.82","84",,"5153","159",,,"3.35",,,"59.3","69.2","49.5",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2024-07",,"53","51","3","3",,,"0","0","0","28","1","45",,,"0.66","90",,"37","37",,,"1.21",,,"65.6","78.6","52.6",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2024-08",,"92","39","6","4",,,"0","0","0","20","0","41",,,"1.53","87",,"92","55",,,"3.00",,,"64.6","76.3","52.8",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2024-09",,"110","18","7","5",,,"0","0","0","11","1","34",,,"1.05","90",,"254","162",,,"2.26",,,"59.9","70.9","48.9",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2024-10",,"110","0","21","14",,,"0","0","0","3","0","35",,,"2.66","71",,"664","410",,,"9.89",,,"51.8","59.3","44.3",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2024-11",,"110","0","23","15",,,"0","0","0","0","0","33",,,"1.15","57",,"1304","639",,,"7.54",,,"43.7","48.4","39.0",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2024-12",,"110","0","21","13",,,"0","7","0","0","0","26",,,"1.60","55",,"1989","685",,,"7.61",,,"42.3","47.8","36.8",,,,,,,,
"USC00451484","CLEARBROOK, WA US","2025-01",,"0","0","9","6",,,"0","22","0","0","0","21",,,"1.22","49",,"2879","891",,,"3.12",,,"36.3","43.2","29.3",,,,,,,,
"USC00456974","REPUBLIC, WA US","1999-01",,"0","0","11","3","31","2","0","28","10","0","0","5","8","3.1","0.28","43",,"4095","1131",,,"0.98",,"6.4","28.5","34.2","22.9",,,,,,,,
"USC00456974","REPUBLIC, WA US","1999-02",,"0","0","14","10","28","5","0","27","3","0","0","3","10","5.9","0.69","45",,"5080","984",,,"3.20",,"12.8","29.8","37.6","22.1",,,,,,,,
"USC00456974","REPUBLIC, WA US","1999-03",,"0","0","8","6","13","2","0","29","0","0","0","13","5","1.5","0.26","68",,"5966","886",,,"1.04",,"2.5","36.4","47.4","25.4",,,,,,,,
"USC00456974","REPUBLIC, WA US","1999-04",,"0","0","6","3","0","0","0","24","0","4","0","19","0","0.0","0.46","77",,"6635","669",,,"1.04",,"0.0","42.7","58.0","27.4",,,,,,,,
"USC00456974","REPUBLIC, WA US","1999-05",,"0","0","11","6","0","0","0","8","0","7","0","24","0","0.0","0.47","87",,"7148","513",,,"1.71",,"0.0","48.5","62.3","34.7",,,,,,,,
"USC00456974","REPUBLIC, WA US","1999-06",,"12","12","9","4","0","0","0","0","0","17","0","33","0","0.0","0.60","89",,"7409","261",,,"1.57",,"0.0","56.7","70.6","42.8",,,,,,,,
"USC00456974","REPUBLIC, WA US","1999-07",,"36","24","9","6","0","0","0","0","0","24","4","36","0","0.0","0.47","94",,"129","129",,,"1.68",,"0.0","61.5","78.5","44.5",,,,,,,,
"USC00456974","REPUBLIC, WA US","1999-08",,"120","83","6","4","0","0","0","0","0","29","5","41","0","0.0","0.50","95",,"168","39",,,"1.16",,"0.0","66.4","83.2","49.7",,,,,,,,
"USC00456974","REPUBLIC, WA US","1999-09",,"120","0","1","0","0","0","0","5","0","17","0","19","0","0.0","0.01","85",,"517","349",,,"0.01",,"0.0","53.4","71.5","35.3",,,,,,,,
"USC00456974","REPUBLIC, WA US","1999-10",,"120","0","5","2","0","0","0","21","0","0","0","17","0","0.0","0.45","69",,"1208","691",,,"0.81",,"0.0","42.7","56.4","29.0",,,,,,,,
"USC00456974","REPUBLIC, WA US","1999-11",,"120","0","16","11","1","0","0","17","0","0","0","16","1","0.5","0.45","56",,"2047","839",,,"2.32",,"0.5","37.0","42.6","31.4",,,,,,,,
"USC00456974","REPUBLIC, WA US","1999-12",,"120","0","11","4",,"3","0","30","16","0","0","15",,"2.1","0.31","45",,"3173","1126",,,"1.04",,"4.4","28.7","33.7","23.6",,,,,,,,
"USC00456974","REPUBLIC, WA US","2000-01",,"0","0","16","7","31","9","2","31","20","0","0","-2","12","3.6","0.39","41",,"4447","1275",,,"1.70",,"20.9","23.9","31.4","16.3",,,,,,,,
"USC00456974","REPUBLIC, WA US","2000-02",,"0","0","7","6","29","1","0","26","5","0","0","4","12","1.4","0.34","46",,"5453","1006",,,"1.42",,"1.4","28.9","36.8","21.1",,,,,,,,
"USC00456974","REPUBLIC, WA US","2000-03",,"0","0","8","4","9","2","0","28","0","0","0","18","5","1.7","0.75","62",,"6318","864",,,"1.74",,"2.7","37.1","47.4","26.9",,,,,,,,
"USC00456974","REPUBLIC, WA US","2000-04",,"0","0","5","2","0","0","0","19","0","5","0","20","0","0.0","0.29","74",,"6848","530",,,"0.59",,"0.0","47.3","62.7","32.0",,,,,,,,
"USC00456974","REPUBLIC, WA US","2000-05",,"0","0","11","4","0","0","0","7","0","7","0","26","0","0.0","0.18","76",,"7302","454",,,"0.91",,"0.0","50.3","63.9","36.8",,,,,,,,
"USC00456974","REPUBLIC, WA US","2000-06",,"4","4","5","3","0","0","0","1","0","21","0","32","0","0.0","0.42","88",,"7513","210",,,"1.24",,"0.0","58.1","73.8","42.4",,,,,,,,
"USC00456974","REPUBLIC, WA US","2000-07",,"52","48","4","2","0","0","0","0","0","29","6","37","0","0.0","0.83","97",,"103","103",,,"1.30",,"0.0","63.2","81.5","45.0",,,,,,,,
"USC00456974","REPUBLIC, WA US","2000-08",,"114","61","2","1","0","0","0","1","0","29","9","31","0","0.0","0.12","97",,"213","110",,,"0.14",,"0.0","63.3","83.2","43.3",,,,,,,,
"USC00456974","REPUBLIC, WA US","2000-09",,"114","0","7","2","0","0","0","7","0","15","0","19","0","0.0","0.50","85",,"529","316",,,"0.91",,"0.0","54.1","69.9","38.3",,,,,,,,
"USC00456974","REPUBLIC, WA US","2000-10",,"114","0","6","3","0","0","0","22","0","1","0","17","0","0.0","0.36","70",,"1208","679",,,"0.95",,"0.0","43.1","56.8","29.4",,,,,,,,
"USC00456974","REPUBLIC, WA US","2000-11",,"114","0","8","3","21","3","0","29","12","0","0","4","7","3.4","0.29","47",,"2293","1085",,,"0.85",,"7.2","27.5","34.8","20.2",,,,,,,,
"USC00456974","REPUBLIC, WA US","2000-12",,"114","0","10","6","31","7","6","31","28","0","0","-10","13","3.9","0.23","36",,"3721","1428",,,"1.06",,"16.2","18.9","24.4","13.4",,,,,,,,
"USC00456974","REPUBLIC, WA US","2001-01",,"0","0","7","2","31","3","1","31","25","0","0","0","15","4.0","0.26","40",,"4980","1259",,,"0.66",,"8.3","24.4","29.9","18.9",,,,,,,,
"USC00456974","REPUBLIC, WA US","2001-02",,"0","0","5","1","28","1","1","28","8","0","0","-5","14","1.6","0.25","47",,"6081","1101",,,"0.44",,"3.7","25.7","35.1","16.2",,,,,,,,
"USC00456974","REPUBLIC, WA US","2001-03",,"0","0","14","7","11","2","0","28","0","0","0","15","11","1.4","0.60","62",,"6887","806",,,"1.70",,"2.8","37.2","48.5","25.8",,,,,,,,
"USC00456974","REPUBLIC, WA US","2001-04",,"0","0","9","2","0","0","0","19","0","3","0","20","0","0.0","0.20","77",,"7557","670",,,"0.60",,"0.0","42.7","54.5","30.9",,,,,,,,
"USC00456974","REPUBLIC, WA US","2001-05",,"8","8","5","4","0","0","0","11","0","14","1","24","0","0.0","0.18","90",,"7921","365",,,"0.66",,"0.0","53.5","70.0","37.0",,,,,,,,
"USC00456974","REPUBLIC, WA US","2001-06",,"13","5","13","6","0","0","0","0","0","15","0","33","0","0.0","0.40","88",,"8182","261",,,"1.81",,"0.0","56.1","70.3","41.9",,,,,,,,
"USC00456974","REPUBLIC, WA US","2001-07",,"80","67","3","2","0","0","0","0","0","29","6","40","0","0.0","0.43","98",,"60","60",,,"0.92",,"0.0","65.2","83.2","47.2",,,,,,,,
"USC00456974","REPUBLIC, WA US","2001-08",,"177","97","3","1","0","0","0","0","0","30","10","38","0","0.0","0.12","98",,"112","52",,,"0.22",,"0.0","66.4","85.2","47.7",,,,,,,,
"USC00456974","REPUBLIC, WA US","2001-09",,"182","5","2","2","0","0","0","3","0","23","0","29","0","0.0","0.60","88",,"317","204",,,"0.87",,"0.0","58.4","76.1","40.6",,,,,,,,
"USC00456974","REPUBLIC, WA US","2001-10",,"182","0","12","6","0","0","0","22","0","2","0","21","0","0.3","0.40","71",,"1057","740",,,"1.44",,"0.3","41.1","52.1","30.2",,,,,,,,
"USC00456974","REPUBLIC, WA US","2001-11",,"182","0","14","5","3","3","0","19","2","0","0","18","7","4.7","0.48","56",,"1914","857",,,"1.61",,"7.4","36.4","43.5","29.4",,,,,,,,
"USC00456974","REPUBLIC, WA US","2001-12",,"182","0","14","8","31","8","0","31","19","0","0","3","17","9.5","1.18","40",,"3153","1239",,,"3.82",,"28.6","25.0","30.9","19.1",,,,,,,,
"USC00456974","REPUBLIC, WA US","2002-01",,"0","0","9","4","31","3","0","29","17","0","0","2","14","2.5","0.25","45",,"4352","1199",,,"0.99",,"8.0","26.3","32.6","20.1",,,,,,,,
"USC00456974","REPUBLIC, WA US","2002-02",,"0","0","8","4","28","1","0","27","5","0","0","4","11","4.3","0.29","50",,"5368","1016",,,"0.92",,"4.8","28.7","38.5","18.9",,,,,,,,
"USC00456974","REPUBLIC, WA US","2002-03",,"0","0","9","4","18","2","0","30","7","0","0","8","4","1.7","0.30","59",,"6398","1030",,,"0.93",,"3.4","31.8","41.6","22.0",,,,,,,,
"USC00456974","REPUBLIC, WA US","2002-04",,"0","0","7","1","0","0","0","18","0","1","0","19","0","0.0","0.13","71",,"7025","627",,,"0.30",,"0.0","43.6","56.5","30.7",,,,,,,,
"USC00456974","REPUBLIC, WA US","2002-05",,"0","0","12","6","0","0","0","13","0","10","0","20","0","0.0","0.24","76",,"7479","454",,,"1.31",,"0.0","49.7","63.0","36.3",,,,,,,,
"USC00456974","REPUBLIC, WA US","2002-06",,"29","29","8","4","0","0","0","2","0","23","4","26","0","0.0","0.31","95",,"7638","159",,,"0.97",,"0.0","60.4","77.3","43.6",,,,,,,,
"USC00456974","REPUBLIC, WA US","2002-07",,"133","104","1","1","0","0","0","0","0","30","10","35","0","0.0","1.06","98",,"60","60",,,"1.06",,"0.0","66.4","84.9","47.9",,,,,,,,
"USC00456974","REPUBLIC, WA US","2002-08",,"164","31","3","1","0","0","0","0","0","31","2","35","0","0.0","0.18","92",,"146","86",,,"0.23",,"0.0","63.2","82.0","44.4",,,,,,,,
"USC00456974","REPUBLIC, WA US","2002-09",,"164","0","4","1","0","0","0","9","0","18","0","27","0","0.0","0.58","89",,"455","309",,,"0.68",,"0.0","54.7","72.7","36.7",,,,,,,,
"USC00456974","REPUBLIC, WA US","2002-10",,"164","0","1","0","0","0","0","25","0","1","0","5","0","0.0","0.03","70",,"1192","737",,,"0.03",,"0.0","41.2","57.5","24.9",,,,,,,,
"USC00456974","REPUBLIC, WA US","2002-11",,"164","0","5","3","0","0","0","18","3","0","0","5","0","0.0","0.53","49",,"2131","938",,,"1.07",,"0.0","33.7","42.1","25.3",,,,,,,,
"USC00456974","REPUBLIC, WA US","2002-12",,"164","0","13","10","10","7","0","28","14","0","0","16","13","6.2","1.36","45",,"3239","1108",,,"4.77",,"22.7","29.2","33.3","25.2",,,,,,,,
"USC00456974","REPUBLIC, WA US","2003-01",,"0","0","14","12","31","9","0","31","16","0","0","9","14","3.5","0.43","45",,"4398","1159",,,"2.66",,"15.0","27.6","31.5","23.7",,,,,,,,
"USC00456974","REPUBLIC, WA US","2003-02",,"0","0","3","1","28","0","0","25","0","0","0","4","10","0.0","0.38","46",,"5325","927",,,"0.42",,"0.0","29.7","40.2","19.2",,,,,,,,
"USC00456974","REPUBLIC, WA US","2003-03",,"0","0","7","5","9","0","0","22","0","0","0","10","4","0.0","0.43","61",,"6185","859",,,"1.58",,"0.0","37.3","47.6","27.0",,,,,,,,
"USC00456974","REPUBLIC, WA US","2003-04",,"0","0","13","6","0","0","0","19","0","1","0","21","0","0.0","0.76","72",,"6812","627",,,"1.94",,"0.0","44.1","56.0","32.2",,,,,,,,
"USC00456974","REPUBLIC, WA US","2003-05",,"0","0","8","3","0","0","0","11","0","6","0","24","0","0.0","0.61","84",,"7271","459",,,"1.26",,"0.0","49.7","63.1","36.2",,,,,,,,
"USC00456974","REPUBLIC, WA US","2003-06",,"13","13","6","2","0","0","0","0","0","26","1","36","0","0.0","0.35","90",,"7417","146",,,"0.89",,"0.0","60.5","76.8","44.3",,,,,,,,
"USC00456974","REPUBLIC, WA US","2003-07",,"133","121","0","0","0","0","0","0","0","31","15","37","0","0.0","0.00","99",,"38","38",,,"0.00",,"0.0","67.7","88.2","47.1",,,,,,,,
"USC00456974","REPUBLIC, WA US","2003-08",,"195","61","2","0","0","0","0","0","0","30","6","40","0","0.0","0.07","98",,"64","26",,,"0.08",,"0.0","66.3","85.4","47.3",,,,,,,,
"USC00456974","REPUBLIC, WA US","2003-09",,"208","13","2","2","0","0","0","5","0","20","3","29","0","0.0","0.32","95",,"313","249",,,"0.43",,"0.0","57.1","74.4","39.9",,,,,,,,
"USC00456974","REPUBLIC, WA US","2003-10",,"208","0","7","4","0","0","0","11","0","7","0","11","0","0.0","0.41","82",,"847","533",,,"0.90",,"0.0","47.8","60.9","34.7",,,,,,,,
"USC00456974","REPUBLIC, WA US","2003-11",,"208","0","7","3","2","1","0","29","11","0","0","1","1","1.3","0.21","50",,"2013","1166",,,"0.61",,"2.0","26.1","34.4","17.8",,,,,,,,
"USC00456974","REPUBLIC, WA US","2003-12",,"208","0","11","7","31","10","2","31","21","0","0","-5","12","3.5","0.52","41",,"3301","1287",,,"2.07",,"21.3","23.5","29.2","17.7",,,,,,,,
"USC00456974","REPUBLIC, WA US","2004-01",,"0","0","11","7","31","6","4","31","15","0","0","-24","17","3.8","0.21","42",,"4588","1288",,,"1.25",,"15.5","23.4","29.0","17.9",,,,,,,,
"USC00456974","REPUBLIC, WA US","2004-02",,"0","0","9","6","29","2","0","29","4","0","0","3","13","2.0","0.37","47",,"5601","1013",,,"1.41",,"3.7","30.1","38.6","21.5",,,,,,,,
"USC00456974","REPUBLIC, WA US","2004-03",,"0","0","6","3","9","1","0","27","0","0","0","14","10","1.8","0.26","69",,"6392","790",,,"0.75",,"1.8","39.5","52.0","27.0",,,,,,,,
"USC00456974","REPUBLIC, WA US","2004-04",,"0","0","4","3","0","0","0","20","0","7","0","24","0","0.0","0.17","77",,"6918","526",,,"0.50",,"0.0","47.5","63.4","31.5",,,,,,,,
"USC00456974","REPUBLIC, WA US","2004-05",,"0","0","14","9","0","0","0","4","0","9","0","30","0","0.0","0.42","78",,"7323","405",,,"2.23",,"0.0","51.9","65.7","38.1",,,,,,,,
"USC00456974","REPUBLIC, WA US","2004-06",,"31","31","9","3","0","0","0","0","0","19","2","33","0","0.0","1.62","95",,"7506","183",,,"2.69",,"0.0","59.9","75.2","44.6",,,,,,,,
"USC00456974","REPUBLIC, WA US","2004-07",,"122","91","5","2","0","0","0","0","0","30","9","36","0","0.0","0.35","97",,"44","44",,,"0.56",,"0.0","66.5","84.5","48.5",,,,,,,,
"USC00456974","REPUBLIC, WA US","2004-08",,"244","122","12","7","0","0","0","0","0","27","11","45","0","0.0","0.51","97",,"94","49",,,"2.26",,"0.0","67.4","83.4","51.3",,,,,,,,
"USC00456974","REPUBLIC, WA US","2004-09",,"244","0","8","5","0","0","0","3","0","15","0","30","0","0.0","0.37","78",,"418","324",,,"1.28",,"0.0","54.2","67.7","40.6",,,,,,,,
"USC00456974","REPUBLIC, WA US","2004-10",,"244","0","8","5","0","0","0","17","0","6","0","20","0","0.0","0.72","73",,"1046","627",,,"1.75",,"0.0","44.8","57.5","32.1",,,,,,,,
"USC00456974","REPUBLIC, WA US","2004-11",,"244","0","6","3","1","1","0","26","1","0","0","15","1","1.4","0.23","49",,"1997","952",,,"0.61",,"1.4","33.3","40.0","26.5",,,,,,,,
"USC00456974","REPUBLIC, WA US","2004-12",,"244","0","11","5","31","5","0","31","15","0","0","12","9","5.5","0.67","46",,"3159","1161",,,"1.71",,"15.8","27.5","32.9","22.2",,,,,,,,
"USC00456974","REPUBLIC, WA US","2005-01",,"0","0","10","5","31","5","6","29","17","0","0","-18","14","4.0","0.26","45",,"4492","1334",,,"0.98",,"12.7","22.0","28.0","16.0",,,,,,,,
"USC00456974","REPUBLIC, WA US","2005-02",,"0","0","2","0","4","0","0","28","1","0","0","7","3","0.0","0.03","56",,"5472","980",,,"0.04",,"0.0","30.0","43.9","16.1",,,,,,,,
"USC00456974","REPUBLIC, WA US","2005-03",,"0","0","9","7","1","0","0","27","0","0","0","20","1","0.7","0.32","64",,"6281","809",,,"1.41",,"0.7","38.9","50.6","27.2",,,,,,,,
"USC00456974","REPUBLIC, WA US","2005-04",,"0","0","10","3","0","0","0","18","0","7","0","22","0","0.0","0.47","81",,"6870","588",,,"1.43",,"0.0","45.4","59.2","31.5",,,,,,,,
"USC00456974","REPUBLIC, WA US","2005-05",,"0","0","8","8","0","0","0","4","0","13","0","29","0","0.0","0.47","87",,"7176","306",,,"1.94",,"0.0","54.7","69.0","40.5",,,,,,,,
"USC00456974","REPUBLIC, WA US","2005-06",,"4","4","16","8","0","0","0","0","0","14","1","35","0","0.0","0.53","90",,"7417","241",,,"2.39",,"0.0","57.1","70.4","43.8",,,,,,,,
"USC00456974","REPUBLIC, WA US","2005-07",,"49","44","6","2","0","0","0","0","0","30","7","41","0","0.0","0.41","94",,"62","62",,,"0.97",,"0.0","64.4","82.1","46.7",,,,,,,,
"USC00456974","REPUBLIC, WA US","2005-08",,"85","36","2","2","0","0","0","0","0","30","7","35","0","0.0","0.31","94",,"141","79",,,"0.47",,"0.0","63.6","83.6","43.7",,,,,,,,
"USC00456974","REPUBLIC, WA US","2005-09",,"85","0","3","3","0","0","0","6","0","13","0","26","0","0.0","0.31","84",,"491","350",,,"0.66",,"0.0","53.3","69.4","37.3",,,,,,,,
"USC00456974","REPUBLIC, WA US","2005-10",,"85","0","7","5","0","0","0","13","0","0","0","25","0","0.0","0.60","64",,"1100","610",,,"1.21",,"0.0","45.3","55.8","34.9",,,,,,,,
"USC00456974","REPUBLIC, WA US","2005-11",,"85","0","10","7","8","2","0","29","12","0","0","3","7","6.0","0.55","45",,"2177","1076",,,"2.00",,"10.2","29.1","34.3","23.9",,,,,,,,
"USC00456974","REPUBLIC, WA US","2005-12",,"85","0","12","8","30","5","7","30","22","0","0","-8","12","8.7","0.60","42",,"3599","1422",,,"2.05",,"15.8","19.1","25.7","12.5",,,,,,,,
"USC00456974","REPUBLIC, WA US","2006-01",,"0","0","18","11","31","5","0","29","3","0","0","12","14","3.8","0.42","44",,"4652","1053",,,"2.70",,"12.7","31.0","35.9","26.2",,,,,,,,
"USC00456974","REPUBLIC, WA US","2006-02",,"0","0","5","3","28","1","3","28","6","0","0","-6","13","1.1","0.87","46",,"5737","1084",,,"1.67",,"1.6","26.3","37.3","15.3",,,,,,,,
"USC00456974","REPUBLIC, WA US","2006-03",,"0","0","10","4","21","1","0","30","0","0","0","9","11","3.5","0.21","58",,"6675","939",,,"0.99",,"3.5","34.7","45.4","24.0",,,,,,,,
"USC00456974","REPUBLIC, WA US","2006-04",,"0","0","11","6","0","0","0","15","0","2","0","22","0","0.0","0.35","76",,"7251","575",,,"1.41",,"0.0","45.3","58.0","32.6",,,,,,,,
"USC00456974","REPUBLIC, WA US","2006-05",,"15","15","10","7","0","0","0","10","0","10","2","24","0","0.0","0.87","92",,"7639","389",,,"2.02",,"0.0","53.0","68.3","37.7",,,,,,,,
"USC00456974","REPUBLIC, WA US","2006-06",,"40","24","9","6","0","0","0","0","0","20","3","36","0","0.0","0.53","95",,"7810","170",,,"1.83",,"0.0","60.1","74.4","45.8",,,,,,,,
"USC00456974","REPUBLIC, WA US","2006-07",,"164","125","6","2","0","0","0","0","0","31","11","35","0","0.0","0.35","102",,"31","31",,,"0.78",,"0.0","68.0","86.6","49.4",,,,,,,,
"USC00456974","REPUBLIC, WA US","2006-08",,"208","43","0","0","0","0","0","0","0","30","5","33","0","0.0","0.00","94",,"105","73",,,"0.00",,"0.0","64.0","83.8","44.2",,,,,,,,
